department,municipality,crop,period,yield_t_ha,relative_yield,avg_temperature,total_precipitation,pest_alert,pest_name,species;;;;
Huila,Municipio_1,Maíz,2020A,2.03,0.6151515151515151,20.703035714285715,20.150752688172044,1,,;;;;
Antioquia,Municipio_41,Arroz,2019B,2.45,0.5645161290322581,19.741891891891893,19.624179104477612,1,,;;;;
Valle del Cauca,Municipio_42,Plátano,2023B,1.45,0.3785900783289817,19.20550724637681,19.326533333333334,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Tolima,Municipio_43,Papa,2024A,2.45,0.609452736318408,21.651444444444447,19.802235294117647,1,,;;;;
Cundinamarca,Municipio_48,Cebolla,2021B,2.3,0.6060606060606061,19.52462962962963,20.04092307692308,1,Thrips palmi Karny,Thrips palmi Karny;;;;
Cundinamarca,Municipio_49,Cebolla,2024A,0.7,0.1844532279314888,18.88375,19.75709677419355,1,Thrips palmi Karny,Thrips palmi Karny;;;;
Boyacá,Municipio_1,Cebolla,2020B,0.8,0.19801980198019808,19.692,19.989056603773587,1,Thrips palmi Karny,Thrips palmi Karny;;;;
Huila,Municipio_2,Cebolla,2023A,0.53,0.12296983758700696,19.474050632911393,20.17782608695652,1,Thrips palmi Karny,Thrips palmi Karny;;;;
Cundinamarca,Municipio_4,Plátano,2022B,1.74,0.44501278772378516,18.65084745762712,18.431632653061225,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Nariño,Municipio_11,Plátano,2023A,1.23,0.29854368932038833,19.6064,20.675070422535214,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Nariño,Municipio_13,Caña de azúcar,2023A,0.56,0.12814645308924486,19.6064,20.675070422535214,1,,;;;;
Huila,Municipio_17,Caña de azúcar,2024A,2.24,0.4552845528455285,19.530091743119268,19.269459459459462,1,,;;;;
Tolima,Municipio_18,Cebolla,2022B,1.29,0.2828947368421053,20.680860215053762,18.51787878787879,1,Thrips palmi Karny,Thrips palmi Karny;;;;
Cauca,Municipio_19,Papa,2021A,1.89,0.4666666666666667,19.70551020408163,21.32767441860465,1,,;;;;
Cundinamarca,Municipio_21,Café,2023A,2.84,0.6558891454965358,19.48375,20.246825396825397,1,,;;;;
Antioquia,Municipio_23,Maíz,2022A,1.07,0.2559808612440192,20.358852459016394,19.217837837837838,1,,;;;;
Valle del Cauca,Municipio_26,Papa,2021A,1.16,0.25244831338411317,19.562539682539683,19.55327868852459,1,,;;;;
Valle del Cauca,Municipio_47,Papa,2021B,1.93,0.4200217627856366,18.87890625,20.003529411764706,1,,;;;;
Tolima,Municipio_48,Café,2022A,2.02,0.498150431565968,19.323636363636364,20.214615384615385,1,,;;;;
Antioquia,Municipio_49,Plátano,2020B,0.88,0.22278481012658227,20.322758620689655,20.69054054054054,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Tolima,Municipio_0,Café,2020A,1.26,0.310727496917386,19.87819277108434,19.95448717948718,1,,;;;;
Cundinamarca,Municipio_1,Arroz,2019B,2.76,0.5859872611464968,20.972285714285714,20.428955223880596,1,,;;;;
Cundinamarca,Municipio_2,Plátano,2020B,1.27,0.3248081841432225,19.98813559322034,20.099622641509434,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Cundinamarca,Municipio_7,Papa,2020B,2.76,0.5961123110151187,19.98813559322034,20.099622641509434,1,,;;;;
Antioquia,Municipio_12,Cebolla,2021A,2.92,0.6935866983372921,21.0559375,21.03790322580645,1,Thrips palmi Karny,Thrips palmi Karny;;;;
Antioquia,Municipio_18,Tomate,2022B,0.68,0.17063989962358847,18.532027027027027,20.207,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
Tolima,Municipio_19,Plátano,2022B,1.73,0.502906976744186,20.680860215053762,18.51787878787879,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Cundinamarca,Municipio_21,Plátano,2022B,0.52,0.1329923273657289,18.65084745762712,18.431632653061225,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Antioquia,Municipio_31,Maíz,2022B,2.37,0.5669856459330144,18.532027027027027,20.207,1,,;;;;
Antioquia,Municipio_10,Papa,2019A,2.83,0.6627634660421546,20.655535714285715,19.134545454545457,1,,;;;;
Cauca,Municipio_11,Café,2021B,2.7,0.6067415730337079,19.6708,19.354285714285716,1,,;;;;
Huila,Municipio_17,Maíz,2021A,1.75,0.5303030303030303,19.784823529411764,19.914601769911503,1,,;;;;
Boyacá,Municipio_19,Cebolla,2024A,0.84,0.20792079207920797,19.69103448275862,20.792575757575758,1,Thrips palmi Karny,Thrips palmi Karny;;;;
Cauca,Municipio_20,Tomate,2020B,1.35,0.3191489361702128,19.080545454545454,19.468571428571426,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
Nariño,Municipio_23,Arroz,2019B,2.5,0.5452562704471101,20.090631578947367,19.092380952380953,1,,;;;;
Boyacá,Municipio_36,Caña de azúcar,2021B,0.7,0.16166281755196305,20.243703703703705,20.21061224489796,1,,;;;;
Boyacá,Municipio_39,Papa,2022A,0.9,0.22415940224159406,22.0794,20.42222222222222,1,,;;;;
Boyacá,Municipio_40,Maíz,2023A,1.98,0.5070422535211268,18.263653846153847,19.01311475409836,1,,;;;;
Cauca,Municipio_43,Café,2020B,1.15,0.2584269662921348,19.080545454545454,19.468571428571426,1,,;;;;
Tolima,Municipio_45,Tomate,2020A,2.29,0.5038503850385039,19.87819277108434,19.95448717948718,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
Tolima,Municipio_2,Café,2022B,2.29,0.5647348951911221,20.680860215053762,18.51787878787879,1,,;;;;
Nariño,Municipio_3,Plátano,2023B,0.71,0.17233009708737862,20.486489361702127,20.89241379310345,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Cauca,Municipio_5,Papa,2020A,2.03,0.5012345679012346,19.62125,18.869791666666668,1,,;;;;
Cundinamarca,Municipio_8,Arroz,2019A,2.66,0.564755838641189,19.56,19.83551282051282,1,,;;;;
Tolima,Municipio_12,Caña de azúcar,2019A,1.86,0.42660550458715596,20.95840579710145,20.62448717948718,1,,;;;;
Boyacá,Municipio_18,Arroz,2024A,0.57,0.11801242236024843,19.69103448275862,20.792575757575758,1,,;;;;
Nariño,Municipio_20,Plátano,2024A,1.26,0.3058252427184466,19.789146341463415,20.943571428571428,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Cundinamarca,Municipio_22,Café,2020A,2.37,0.5473441108545035,20.91596153846154,20.497878787878786,1,,;;;;
Tolima,Municipio_33,Cebolla,2020A,2.62,0.574561403508772,19.87819277108434,19.95448717948718,1,Thrips palmi Karny,Thrips palmi Karny;;;;
Huila,Municipio_34,Papa,2023A,2.34,0.5707317073170732,19.474050632911393,20.17782608695652,1,,;;;;
Valle del Cauca,Municipio_35,Caña de azúcar,2023B,0.57,0.12954545454545452,19.20550724637681,19.326533333333334,1,,;;;;
Nariño,Municipio_38,Maíz,2023A,2.58,0.5276073619631901,19.6064,20.675070422535214,1,,;;;;
Nariño,Municipio_39,Café,2023A,1.47,0.29969418960244654,19.6064,20.675070422535214,1,,;;;;
Huila,Municipio_40,Maíz,2019B,0.82,0.24848484848484848,20.789610389610388,19.68686046511628,1,,;;;;
Antioquia,Municipio_42,Caña de azúcar,2023B,1.95,0.4761904761904761,20.718405797101447,20.179552238805968,1,,;;;;
Nariño,Municipio_3,Arroz,2023B,0.74,0.1613958560523446,20.486489361702127,20.89241379310345,1,,;;;;
Antioquia,Municipio_15,Papa,2019A,1.77,0.4145199063231851,20.655535714285715,19.134545454545457,1,,;;;;
Antioquia,Municipio_17,Cebolla,2019A,1.96,0.4655581947743468,20.655535714285715,19.134545454545457,1,Thrips palmi Karny,Thrips palmi Karny;;;;
Nariño,Municipio_24,Cebolla,2022A,0.79,0.21351351351351353,20.219638554216868,19.06581081081081,1,Thrips palmi Karny,Thrips palmi Karny;;;;
Antioquia,Municipio_25,Caña de azúcar,2019A,2.55,0.6227106227106226,20.655535714285715,19.134545454545457,1,,;;;;
Antioquia,Municipio_26,Caña de azúcar,2021A,2.22,0.5421245421245421,21.0559375,21.03790322580645,1,,;;;;
Nariño,Municipio_29,Maíz,2020A,2.73,0.5582822085889569,19.68257575757576,20.537560975609754,1,,;;;;
Valle del Cauca,Municipio_32,Tomate,2021B,3.07,0.6777041942604857,18.87890625,20.003529411764706,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
Valle del Cauca,Municipio_33,Arroz,2021A,3.49,0.6609848484848485,19.562539682539683,19.55327868852459,1,,;;;;
Cundinamarca,Municipio_35,Café,2019A,0.59,0.13625866050808313,19.56,19.83551282051282,1,,;;;;
Valle del Cauca,Municipio_39,Papa,2022A,2.28,0.4961915125136017,20.03790322580645,20.672830188679246,1,,;;;;
Cundinamarca,Municipio_43,Arroz,2024A,2.69,0.5711252653927813,18.88375,19.75709677419355,1,,;;;;
Nariño,Municipio_46,Caña de azúcar,2024A,2.79,0.6384439359267734,19.789146341463415,20.943571428571428,1,,;;;;
Valle del Cauca,Municipio_48,Arroz,2022A,3.07,0.5814393939393939,20.03790322580645,20.672830188679246,1,,;;;;
Cundinamarca,Municipio_4,Caña de azúcar,2019A,1.78,0.41981132075471694,19.56,19.83551282051282,1,,;;;;
Cundinamarca,Municipio_11,Cebolla,2019A,2.52,0.6640316205533597,19.56,19.83551282051282,1,Thrips palmi Karny,Thrips palmi Karny;;;;
Tolima,Municipio_12,Tomate,2022A,2.29,0.5038503850385039,19.323636363636364,20.214615384615385,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
Valle del Cauca,Municipio_15,Tomate,2020A,2.24,0.49448123620309065,18.32952380952381,19.294457831325303,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
Huila,Municipio_16,Cebolla,2021B,1.16,0.26914153132250573,19.25777777777778,19.900219780219782,1,Thrips palmi Karny,Thrips palmi Karny;;;;
Cundinamarca,Municipio_19,Plátano,2019B,2.17,0.5549872122762148,20.972285714285714,20.428955223880596,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Huila,Municipio_21,Maíz,2022A,1.69,0.5121212121212121,20.970761904761904,19.92223880597015,1,,;;;;
Huila,Municipio_22,Maíz,2019B,0.77,0.23333333333333336,20.789610389610388,19.68686046511628,1,,;;;;
Cauca,Municipio_23,Tomate,2019B,2.79,0.6595744680851063,20.169999999999998,19.436666666666667,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
Valle del Cauca,Municipio_24,Arroz,2023A,3.03,0.5738636363636364,20.253103448275862,21.377042253521125,1,,;;;;
Huila,Municipio_32,Papa,2019A,1.28,0.31219512195121957,20.35783505154639,20.50613636363636,1,,;;;;
Huila,Municipio_33,Maíz,2020A,0.79,0.2393939393939394,20.703035714285715,20.150752688172044,1,,;;;;
Boyacá,Municipio_34,Arroz,2021A,1.9,0.39337474120082816,19.124363636363636,19.874307692307692,1,,;;;;
Cauca,Municipio_37,Arroz,2020A,1.55,0.3471444568868981,19.62125,18.869791666666668,1,,;;;;
Cauca,Municipio_38,Papa,2019B,1.49,0.36790123456790125,20.169999999999998,19.436666666666667,1,,;;;;
Cundinamarca,Municipio_41,Café,2024A,1.79,0.4133949191685912,18.88375,19.75709677419355,1,,;;;;
Cundinamarca,Municipio_3,Tomate,2020A,0.58,0.14356435643564355,20.91596153846154,20.497878787878786,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
Cundinamarca,Municipio_4,Papa,2021B,0.67,0.14470842332613393,19.52462962962963,20.04092307692308,1,,;;;;
Cundinamarca,Municipio_6,Arroz,2024A,2.07,0.43949044585987257,18.88375,19.75709677419355,1,,;;;;
Cundinamarca,Municipio_10,Papa,2019A,2.24,0.48380129589632836,19.56,19.83551282051282,1,,;;;;
Antioquia,Municipio_12,Cebolla,2020B,1.78,0.42280285035629456,20.322758620689655,20.69054054054054,1,Thrips palmi Karny,Thrips palmi Karny;;;;
Cauca,Municipio_13,Cebolla,2023B,1.69,0.3876146788990825,19.20607843137255,20.422608695652176,1,Thrips palmi Karny,Thrips palmi Karny;;;;
Nariño,Municipio_15,Tomate,2019B,1.39,0.2868937048503612,20.090631578947367,19.092380952380953,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
Huila,Municipio_24,Maíz,2019A,2.23,0.6757575757575758,20.35783505154639,20.50613636363636,1,,;;;;
Boyacá,Municipio_25,Café,2020B,1.43,0.38235294117647056,19.692,19.989056603773587,1,,;;;;
Cundinamarca,Municipio_26,Caña de azúcar,2019B,1.83,0.43160377358490565,20.972285714285714,20.428955223880596,1,,;;;;
Cundinamarca,Municipio_27,Cebolla,2019A,2.44,0.6429512516469038,19.56,19.83551282051282,1,Thrips palmi Karny,Thrips palmi Karny;;;;
Boyacá,Municipio_28,Maíz,2021A,1.11,0.28425096030729835,19.124363636363636,19.874307692307692,1,,;;;;
Cundinamarca,Municipio_30,Plátano,2019B,1.89,0.4833759590792838,20.972285714285714,20.428955223880596,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Cauca,Municipio_31,Tomate,2023A,2.2,0.5200945626477541,19.91261904761905,20.53529411764706,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
Cauca,Municipio_34,Papa,2021B,2.16,0.5333333333333334,19.6708,19.354285714285716,1,,;;;;
Cauca,Municipio_35,Maíz,2024A,2.71,0.6817610062893082,21.639607843137252,20.588297872340426,1,,;;;;
Antioquia,Municipio_42,Maíz,2023A,1.34,0.3205741626794259,19.81875,19.040714285714284,1,,;;;;
Nariño,Municipio_46,Tomate,2021A,1.65,0.34055727554179566,20.018333333333334,18.830140845070424,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
Nariño,Municipio_49,Cebolla,2023A,2.48,0.6702702702702702,19.6064,20.675070422535214,1,Thrips palmi Karny,Thrips palmi Karny;;;;
Cauca,Municipio_3,Cebolla,2020A,1.88,0.4311926605504587,19.62125,18.869791666666668,1,Thrips palmi Karny,Thrips palmi Karny;;;;
Nariño,Municipio_11,Tomate,2023A,2.53,0.52218782249742,19.6064,20.675070422535214,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
Nariño,Municipio_16,Tomate,2023B,1.1,0.22703818369453047,20.486489361702127,20.89241379310345,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
Boyacá,Municipio_18,Tomate,2024A,1.34,0.358768406961178,19.69103448275862,20.792575757575758,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
Tolima,Municipio_19,Tomate,2022A,3.03,0.6666666666666666,19.323636363636364,20.214615384615385,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
Valle del Cauca,Municipio_25,Caña de azúcar,2020A,2.78,0.6318181818181817,18.32952380952381,19.294457831325303,1,,;;;;
Valle del Cauca,Municipio_26,Maíz,2019B,1.49,0.42510699001426533,20.22736842105263,19.918163265306124,1,,;;;;
Nariño,Municipio_28,Papa,2024A,1.65,0.3919239904988123,19.789146341463415,20.943571428571428,1,,;;;;
Valle del Cauca,Municipio_31,Papa,2021B,2.62,0.5701849836779108,18.87890625,20.003529411764706,1,,;;;;
Cundinamarca,Municipio_34,Caña de azúcar,2021B,2.74,0.6462264150943396,19.52462962962963,20.04092307692308,1,,;;;;
Cundinamarca,Municipio_38,Arroz,2024A,2.75,0.583864118895966,18.88375,19.75709677419355,1,,;;;;
Valle del Cauca,Municipio_41,Caña de azúcar,2020A,2.39,0.5431818181818182,18.32952380952381,19.294457831325303,1,,;;;;
Boyacá,Municipio_46,Caña de azúcar,2019A,1.31,0.302540415704388,18.896562499999998,18.882083333333334,1,,;;;;
Cauca,Municipio_48,Maíz,2023A,2.68,0.6742138364779875,19.91261904761905,20.53529411764706,1,,;;;;
Tolima,Municipio_0,Arroz,2023B,0.97,0.26502732240437155,20.36078947368421,19.333333333333332,1,,;;;;
Tolima,Municipio_1,Plátano,2020B,1.82,0.5290697674418605,19.973684210526315,19.801704545454545,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Antioquia,Municipio_10,Tomate,2020B,1.98,0.4968632371392723,20.322758620689655,20.69054054054054,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
Cauca,Municipio_15,Papa,2022A,2.2,0.54320987654321,19.10884615384615,20.598727272727274,1,,;;;;
Valle del Cauca,Municipio_17,Maíz,2020B,0.52,0.14835948644793154,19.326249999999998,18.41060606060606,1,,;;;;
Boyacá,Municipio_21,Cebolla,2024A,0.77,0.19059405940594065,19.69103448275862,20.792575757575758,1,Thrips palmi Karny,Thrips palmi Karny;;;;
Boyacá,Municipio_23,Café,2022A,1.77,0.4732620320855615,22.0794,20.42222222222222,1,,;;;;
Cundinamarca,Municipio_29,Café,2023A,2.58,0.5958429561200924,19.48375,20.246825396825397,1,,;;;;
Boyacá,Municipio_32,Plátano,2022A,2.57,0.6835106382978723,22.0794,20.42222222222222,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Antioquia,Municipio_39,Plátano,2022B,0.92,0.23291139240506328,18.532027027027027,20.207,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Huila,Municipio_42,Tomate,2022B,0.5,0.13755158184319122,19.851956521739133,20.389647058823527,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
Valle del Cauca,Municipio_45,Tomate,2024A,1.94,0.4282560706401766,20.928125,20.160983606557377,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
Cauca,Municipio_48,Plátano,2020A,1.0,0.23612750885478156,19.62125,18.869791666666668,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Nariño,Municipio_49,Maíz,2020B,1.51,0.3087934560327198,21.84720430107527,20.24878787878788,1,,;;;;
Valle del Cauca,Municipio_4,Cebolla,2023A,1.29,0.30317273795534666,20.253103448275862,21.377042253521125,1,Thrips palmi Karny,Thrips palmi Karny;;;;
Valle del Cauca,Municipio_6,Arroz,2023B,2.31,0.4375,19.20550724637681,19.326533333333334,1,,;;;;
Cundinamarca,Municipio_9,Café,2020B,1.11,0.25635103926096997,19.98813559322034,20.099622641509434,1,,;;;;
Boyacá,Municipio_14,Plátano,2024A,1.79,0.4760638297872341,19.69103448275862,20.792575757575758,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Cundinamarca,Municipio_18,Tomate,2019A,2.49,0.6163366336633663,19.56,19.83551282051282,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
Boyacá,Municipio_21,Maíz,2022B,2.73,0.6991037131882202,19.71015873015873,20.630892857142857,1,,;;;;
Cauca,Municipio_22,Cebolla,2022A,2.41,0.5527522935779816,19.10884615384615,20.598727272727274,1,Thrips palmi Karny,Thrips palmi Karny;;;;
Valle del Cauca,Municipio_23,Café,2019B,2.61,0.6350364963503649,20.22736842105263,19.918163265306124,1,,;;;;
Huila,Municipio_25,Tomate,2020A,2.23,0.6134800550206327,20.703035714285715,20.150752688172044,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
Huila,Municipio_27,Papa,2022B,1.94,0.4731707317073171,19.851956521739133,20.389647058823527,1,,;;;;
Tolima,Municipio_28,Caña de azúcar,2023A,2.53,0.5802752293577981,20.069375,18.745662650602412,1,,;;;;
Huila,Municipio_29,Papa,2019B,1.4,0.34146341463414637,20.789610389610388,19.68686046511628,1,,;;;;
Tolima,Municipio_36,Arroz,2021A,0.75,0.20491803278688525,21.329101123595507,20.579638554216867,1,,;;;;
Huila,Municipio_38,Café,2023A,1.17,0.282950423216445,19.474050632911393,20.17782608695652,1,,;;;;
Cauca,Municipio_44,Papa,2020B,2.48,0.6123456790123457,19.080545454545454,19.468571428571426,1,,;;;;
Nariño,Municipio_46,Cebolla,2020B,1.99,0.5378378378378378,21.84720430107527,20.24878787878788,1,Thrips palmi Karny,Thrips palmi Karny;;;;
Huila,Municipio_47,Café,2023A,0.82,0.19830713422007254,19.474050632911393,20.17782608695652,1,,;;;;
Cundinamarca,Municipio_48,Cebolla,2020B,1.44,0.3794466403162055,19.98813559322034,20.099622641509434,1,Thrips palmi Karny,Thrips palmi Karny;;;;
Tolima,Municipio_1,Cebolla,2022A,2.9,0.6359649122807018,19.323636363636364,20.214615384615385,1,Thrips palmi Karny,Thrips palmi Karny;;;;
Antioquia,Municipio_2,Plátano,2019A,0.53,0.1341772151898734,20.655535714285715,19.134545454545457,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Huila,Municipio_5,Papa,2024A,0.67,0.1634146341463415,19.530091743119268,19.269459459459462,1,,;;;;
Valle del Cauca,Municipio_12,Arroz,2021A,0.6,0.11363636363636363,19.562539682539683,19.55327868852459,1,,;;;;
Cundinamarca,Municipio_13,Caña de azúcar,2023B,0.67,0.1580188679245283,19.91877192982456,20.49142857142857,1,,;;;;
Valle del Cauca,Municipio_15,Maíz,2024A,1.9,0.5420827389443652,20.928125,20.160983606557377,1,,;;;;
Nariño,Municipio_17,Plátano,2020A,1.28,0.3106796116504854,19.68257575757576,20.537560975609754,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Huila,Municipio_18,Arroz,2019B,2.22,0.5229681978798588,20.789610389610388,19.68686046511628,1,,;;;;
Tolima,Municipio_20,Café,2024A,2.27,0.55980271270037,21.651444444444447,19.802235294117647,1,,;;;;
Nariño,Municipio_25,Arroz,2022A,2.4,0.5234460196292258,20.219638554216868,19.06581081081081,1,,;;;;
Cundinamarca,Municipio_28,Arroz,2019A,1.4,0.29723991507430997,19.56,19.83551282051282,1,,;;;;
Huila,Municipio_32,Tomate,2020B,0.73,0.20082530949105915,19.882038834951455,20.447157894736844,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
Cauca,Municipio_33,Cebolla,2022B,0.71,0.16284403669724767,19.49561403508772,20.660851063829785,1,Thrips palmi Karny,Thrips palmi Karny;;;;
Cauca,Municipio_34,Caña de azúcar,2022B,2.71,0.6966580976863753,19.49561403508772,20.660851063829785,1,,;;;;
Nariño,Municipio_35,Café,2020A,1.1,0.22426095820591238,19.68257575757576,20.537560975609754,1,,;;;;
Tolima,Municipio_38,Tomate,2021B,3.16,0.6952695269526953,20.026666666666667,21.05457831325301,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
Cundinamarca,Municipio_40,Tomate,2019B,2.51,0.6212871287128713,20.972285714285714,20.428955223880596,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
Cundinamarca,Municipio_46,Cebolla,2020A,1.96,0.5164690382081687,20.91596153846154,20.497878787878786,1,Thrips palmi Karny,Thrips palmi Karny;;;;
Valle del Cauca,Municipio_49,Tomate,2020B,3.07,0.6777041942604857,19.326249999999998,18.41060606060606,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
Boyacá,Municipio_1,Papa,2019A,1.1,0.27397260273972607,18.896562499999998,18.882083333333334,1,,;;;;
Nariño,Municipio_4,Arroz,2023B,1.06,0.23118865866957472,20.486489361702127,20.89241379310345,1,,;;;;
Huila,Municipio_5,Papa,2024A,2.3,0.5609756097560976,19.530091743119268,19.269459459459462,1,,;;;;
Cauca,Municipio_6,Tomate,2024A,2.13,0.5035460992907801,21.639607843137252,20.588297872340426,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
